256.25600000000003,369.36899999999997,
370.36999999999995,484.48400000000004,
416.41600000000005,962.962,
1257.256,1889.888,
1892.8909999999996,1990.989,
1833.8319999999999,1882.8809999999999,
1886.885,2409.4070000000006,
2409.4070000000006,2507.505,
2505.5029999999997,2669.667,
2665.663,2886.884,
2900.898,3005.0019999999995,
3007.004,3112.109,
3101.098,3194.191,
3237.2340000000004,3393.39,
3407.404,3537.5339999999997,
3539.5359999999996,3684.681,
3686.6829999999995,3833.8300000000004,
3836.833,4100.0960000000005,
4103.099,4114.110000000001,
4419.415,4527.523000000001,
4559.555,4760.756,
4752.7480000000005,4904.9,
4905.901,4962.958,
4964.96,5278.273000000001,
5278.273000000001,5478.473,
5478.473,5864.859,
9454.445,6094.088,
6094.088,6182.1759999999995,
6173.167,6404.398000000001,
6404.398000000001,6526.5199999999995,
6698.692,7269.262000000001,
7471.463999999999,7718.710999999999,
7765.758000000001,7732.725,
6533.527,7993.986,
7996.989,8143.135,
8145.137,8350.341999999999,
8309.301000000001,8618.609999999999,
8737.729000000001,8786.778,
8788.779999999999,8842.834,
8845.837,8984.975999999999,
9012.002999999999,9052.043,
9054.045,9101.091999999999,
9106.097,9144.135,
9162.153,9512.502999999999,
9675.666,4576.571999999999,
9780.770999999999,9833.824,
